path,sha256,bytes,status,owner,source_inputs,license,tool_version
.gitignore,c893c2eb13333341a65d2959b2c1c34825b83375e8ff8c09b0cf18f12edba41d,2636,Provisional technical; historical acceptance excluded,AuraProj terrain,ELEV-002; MAP-001; OSM-001; prototype contract; repository tooling,Project-authored; DTM CC BY 4.0; map public domain; OSM-derived overlay ODbL,UE 5.5.4 CL 40574608; pinned terrain Python environment
Content/__ExternalActors__/Canton/Provisional/Maps/L_Canton_WalledCity_PROVISIONAL/2/PV/W0H8YXVU4YAAZUTPKM7QA0.uasset,4ef1768109bb1ed46f61954c12b83def1be19d7c0fe0dd6a7c493f3eef8b714c,4434,Provisional technical; historical acceptance excluded,AuraProj terrain,ELEV-002; MAP-001; OSM-001; prototype contract; repository tooling,Project-authored; DTM CC BY 4.0; map public domain; OSM-derived overlay ODbL,UE 5.5.4 CL 40574608; pinned terrain Python environment
Content/__ExternalActors__/Canton/Provisional/Maps/L_Canton_WalledCity_PROVISIONAL/2/TR/QT2F68JTY9XS39UE7LHYGF.uasset,13156c843e95f8d37a788c208db924b86a248ffddfdcd3d8b7edfd2d72a3746d,4434,Provisional technical; historical acceptance excluded,AuraProj terrain,ELEV-002; MAP-001; OSM-001; prototype contract; repository tooling,Project-authored; DTM CC BY 4.0; map public domain; OSM-derived overlay ODbL,UE 5.5.4 CL 40574608; pinned terrain Python environment
Content/__ExternalActors__/Canton/Provisional/Maps/L_Canton_WalledCity_PROVISIONAL/2/U6/ELJ5AOBKC8S2F63AIG4P2L.uasset,a859a8a5c70e557e8d641e5a4c3182a231535e18efd0ed98e1ce53d8a72473c6,4434,Provisional technical; historical acceptance excluded,AuraProj terrain,ELEV-002; MAP-001; OSM-001; prototype contract; repository tooling,Project-authored; DTM CC BY 4.0; map public domain; OSM-derived overlay ODbL,UE 5.5.4 CL 40574608; pinned terrain Python environment
Content/__ExternalActors__/Canton/Provisional/Maps/L_Canton_WalledCity_PROVISIONAL/2/VK/K2BHD6LRU53VS7WMKPHV3J.uasset,68bed39e681f52baab30ef58dee99bf1c239458e19efe8fac35cb345d69c7656,4432,Provisional technical; historical acceptance excluded,AuraProj terrain,ELEV-002; MAP-001; OSM-001; prototype contract; repository tooling,Project-authored; DTM CC BY 4.0; map public domain; OSM-derived overlay ODbL,UE 5.5.4 CL 40574608; pinned terrain Python environment
Content/__ExternalActors__/Canton/Provisional/Maps/L_Canton_WalledCity_PROVISIONAL/2/VK/MK6EIZXC0CW6L0GTIX388R.uasset,91f47c25673dfbb68af26062245d1f4e40ec4ecdc75b8a057345dbd51b30a5d8,4434,Provisional technical; historical acceptance excluded,AuraProj terrain,ELEV-002; MAP-001; OSM-001; prototype contract; repository tooling,Project-authored; DTM CC BY 4.0; map public domain; OSM-derived overlay ODbL,UE 5.5.4 CL 40574608; pinned terrain Python environment
Content/__ExternalActors__/Canton/Provisional/Maps/L_Canton_WalledCity_PROVISIONAL/2/XP/PVC5TPBCAYOZKB5RZB4V1I.uasset,103b83a91ffbf4165c6ccf8abb8b633a384e747757ed39ddb0f25a40a279756a,4434,Provisional technical; historical acceptance excluded,AuraProj terrain,ELEV-002; MAP-001; OSM-001; prototype contract; repository tooling,Project-authored; DTM CC BY 4.0; map public domain; OSM-derived overlay ODbL,UE 5.5.4 CL 40574608; pinned terrain Python environment
Content/__ExternalActors__/Canton/Provisional/Maps/L_Canton_WalledCity_PROVISIONAL/3/0Y/WF12P8RF17T847SFWE8I18.uasset,c82165a2af473bb2dca68c90047ac8eda75b914441de6a7bb9a537f4e3f5fccc,4434,Provisional technical; historical acceptance excluded,AuraProj terrain,ELEV-002; MAP-001; OSM-001; prototype contract; repository tooling,Project-authored; DTM CC BY 4.0; map public domain; OSM-derived overlay ODbL,UE 5.5.4 CL 40574608; pinned terrain Python environment
Content/__ExternalActors__/Canton/Provisional/Maps/L_Canton_WalledCity_PROVISIONAL/3/17/BVO70HGTTQEBS2WQ1L26FZ.uasset,944f68b409e8cd6bae809167e62466ceb209c7dbfd633b12be478ec636b63b55,4434,Provisional technical; historical acceptance excluded,AuraProj terrain,ELEV-002; MAP-001; OSM-001; prototype contract; repository tooling,Project-authored; DTM CC BY 4.0; map public domain; OSM-derived overlay ODbL,UE 5.5.4 CL 40574608; pinned terrain Python environment
Content/__ExternalActors__/Canton/Provisional/Maps/L_Canton_WalledCity_PROVISIONAL/3/1G/DZ7DK6JUWIZODHHP8KOAP0.uasset,ebffc39d5973909e024054442f815ca0480d303aa1e6d48cefb28f57ed5cc691,1229263,Provisional technical; historical acceptance excluded,AuraProj terrain,ELEV-002; MAP-001; OSM-001; prototype contract; repository tooling,Project-authored; DTM CC BY 4.0; map public domain; OSM-derived overlay ODbL,UE 5.5.4 CL 40574608; pinned terrain Python environment
Content/__ExternalActors__/Canton/Provisional/Maps/L_Canton_WalledCity_PROVISIONAL/3/5E/QIBSZKFVWF6G32F0CSEOUR.uasset,2c635868c007e13f5d6470d59a52da2839d0a9c02eb2fd962ff2263130dbb536,4434,Provisional technical; historical acceptance excluded,AuraProj terrain,ELEV-002; MAP-001; OSM-001; prototype contract; repository tooling,Project-authored; DTM CC BY 4.0; map public domain; OSM-derived overlay ODbL,UE 5.5.4 CL 40574608; pinned terrain Python environment
Content/__ExternalActors__/Canton/Provisional/Maps/L_Canton_WalledCity_PROVISIONAL/3/84/5CFL7N3AK9PSNBQ1LPG4K5.uasset,f90e465bd8e5928035f380166b580284ea4d025badb4581595453ce8d62d6f3d,4434,Provisional technical; historical acceptance excluded,AuraProj terrain,ELEV-002; MAP-001; OSM-001; prototype contract; repository tooling,Project-authored; DTM CC BY 4.0; map public domain; OSM-derived overlay ODbL,UE 5.5.4 CL 40574608; pinned terrain Python environment
Content/__ExternalActors__/Canton/Provisional/Maps/L_Canton_WalledCity_PROVISIONAL/3/92/FIJHQBNDYUT3B8G0JRKILQ.uasset,e932d488df3ef77611db277b8bf2a0ead8cfc1b0fa30dceb504096c61e174d4f,4434,Provisional technical; historical acceptance excluded,AuraProj terrain,ELEV-002; MAP-001; OSM-001; prototype contract; repository tooling,Project-authored; DTM CC BY 4.0; map public domain; OSM-derived overlay ODbL,UE 5.5.4 CL 40574608; pinned terrain Python environment
Content/__ExternalActors__/Canton/Provisional/Maps/L_Canton_WalledCity_PROVISIONAL/3/97/1S55QIGXRBVL3D1AEOGIS9.uasset,fff1d281426e6f8328df3f9b027014c5046a44c4044a717002b64efab6a8111e,4434,Provisional technical; historical acceptance excluded,AuraProj terrain,ELEV-002; MAP-001; OSM-001; prototype contract; repository tooling,Project-authored; DTM CC BY 4.0; map public domain; OSM-derived overlay ODbL,UE 5.5.4 CL 40574608; pinned terrain Python environment
Content/__ExternalActors__/Canton/Provisional/Maps/L_Canton_WalledCity_PROVISIONAL/3/9H/DRU1P6BS2QCT7F5UGQ4V4K.uasset,51c411ec4960a27cf591635a9e1feff3abc654fad5923a6bad2f40f6577787c8,4434,Provisional technical; historical acceptance excluded,AuraProj terrain,ELEV-002; MAP-001; OSM-001; prototype contract; repository tooling,Project-authored; DTM CC BY 4.0; map public domain; OSM-derived overlay ODbL,UE 5.5.4 CL 40574608; pinned terrain Python environment
Content/__ExternalActors__/Canton/Provisional/Maps/L_Canton_WalledCity_PROVISIONAL/3/A8/1AS79JU15F2N78VD228CPG.uasset,0db5d4bdab310b8752a8ff5ad0a5275f032aa5c2083e034d10b84b2a0cf3e135,4432,Provisional technical; historical acceptance excluded,AuraProj terrain,ELEV-002; MAP-001; OSM-001; prototype contract; repository tooling,Project-authored; DTM CC BY 4.0; map public domain; OSM-derived overlay ODbL,UE 5.5.4 CL 40574608; pinned terrain Python environment
Content/__ExternalActors__/Canton/Provisional/Maps/L_Canton_WalledCity_PROVISIONAL/3/BF/8OT18ZK1HRKVEJX94EZSZQ.uasset,bd24bcfe735b55fefb8bfe2714fb2eff6814090cecccc2607e04b030e718187a,4432,Provisional technical; historical acceptance excluded,AuraProj terrain,ELEV-002; MAP-001; OSM-001; prototype contract; repository tooling,Project-authored; DTM CC BY 4.0; map public domain; OSM-derived overlay ODbL,UE 5.5.4 CL 40574608; pinned terrain Python environment
Content/__ExternalActors__/Canton/Provisional/Maps/L_Canton_WalledCity_PROVISIONAL/3/CD/VXP587M3UYDVAZRUXOPD0X.uasset,a05e2d1f960646f5ddf85bead1e9530bc6c66539965cd470a14f7f3469592bef,4434,Provisional technical; historical acceptance excluded,AuraProj terrain,ELEV-002; MAP-001; OSM-001; prototype contract; repository tooling,Project-authored; DTM CC BY 4.0; map public domain; OSM-derived overlay ODbL,UE 5.5.4 CL 40574608; pinned terrain Python environment
Content/__ExternalActors__/Canton/Provisional/Maps/L_Canton_WalledCity_PROVISIONAL/3/E0/256WALF662M1UZECMWMZ3I.uasset,7853e052fdfe300b846f52d49a194c54b4d0cd8c316e6ff14855a021bcea55b6,4434,Provisional technical; historical acceptance excluded,AuraProj terrain,ELEV-002; MAP-001; OSM-001; prototype contract; repository tooling,Project-authored; DTM CC BY 4.0; map public domain; OSM-derived overlay ODbL,UE 5.5.4 CL 40574608; pinned terrain Python environment
Content/__ExternalActors__/Canton/Provisional/Maps/L_Canton_WalledCity_PROVISIONAL/3/F4/BR8HKT42M23ZFMDNQA4O6E.uasset,24c290dd1802fd74fb32efadb895d0ebf1f7f3d34bc4642683c70da8953e7e34,4434,Provisional technical; historical acceptance excluded,AuraProj terrain,ELEV-002; MAP-001; OSM-001; prototype contract; repository tooling,Project-authored; DTM CC BY 4.0; map public domain; OSM-derived overlay ODbL,UE 5.5.4 CL 40574608; pinned terrain Python environment
Content/__ExternalActors__/Canton/Provisional/Maps/L_Canton_WalledCity_PROVISIONAL/3/F9/VDA9RWVEVUXV6BGS2H3FMI.uasset,0010e56029b763a6164f2e4521c7935e616e1d622311e799a1734869cbddf6ca,4432,Provisional technical; historical acceptance excluded,AuraProj terrain,ELEV-002; MAP-001; OSM-001; prototype contract; repository tooling,Project-authored; DTM CC BY 4.0; map public domain; OSM-derived overlay ODbL,UE 5.5.4 CL 40574608; pinned terrain Python environment
Content/__ExternalActors__/Canton/Provisional/Maps/L_Canton_WalledCity_PROVISIONAL/3/G5/BGYQZVG0WXJ28S1PLOYGLP.uasset,9e6195f32dce48a9dbfb95ae275c47f16cc7c34919fb8f1fe1fb80cf48ea7db0,4434,Provisional technical; historical acceptance excluded,AuraProj terrain,ELEV-002; MAP-001; OSM-001; prototype contract; repository tooling,Project-authored; DTM CC BY 4.0; map public domain; OSM-derived overlay ODbL,UE 5.5.4 CL 40574608; pinned terrain Python environment
Content/__ExternalActors__/Canton/Provisional/Maps/L_Canton_WalledCity_PROVISIONAL/3/GL/R4GGRUX2SXIIVN3ZNTKN8U.uasset,7f408922d8d75ebb6b14cd56b5d5fb0b09b596afabe5e155a3e8fde729511d9a,4434,Provisional technical; historical acceptance excluded,AuraProj terrain,ELEV-002; MAP-001; OSM-001; prototype contract; repository tooling,Project-authored; DTM CC BY 4.0; map public domain; OSM-derived overlay ODbL,UE 5.5.4 CL 40574608; pinned terrain Python environment
Content/__ExternalActors__/Canton/Provisional/Maps/L_Canton_WalledCity_PROVISIONAL/3/GR/3CFWLR27FFPZ4UG3B2RGQF.uasset,866a365ea54fe7a4981da868eda5a76fc6da08fed345189eabd6957e0825c49b,4434,Provisional technical; historical acceptance excluded,AuraProj terrain,ELEV-002; MAP-001; OSM-001; prototype contract; repository tooling,Project-authored; DTM CC BY 4.0; map public domain; OSM-derived overlay ODbL,UE 5.5.4 CL 40574608; pinned terrain Python environment
Content/__ExternalActors__/Canton/Provisional/Maps/L_Canton_WalledCity_PROVISIONAL/3/HS/PQPYOYS102NCSG81QJ85UE.uasset,7aa0852f72cd2ae8abd53d8369fdb44afcb40cf44a2660377cae4f3340c8d280,4434,Provisional technical; historical acceptance excluded,AuraProj terrain,ELEV-002; MAP-001; OSM-001; prototype contract; repository tooling,Project-authored; DTM CC BY 4.0; map public domain; OSM-derived overlay ODbL,UE 5.5.4 CL 40574608; pinned terrain Python environment
Content/__ExternalActors__/Canton/Provisional/Maps/L_Canton_WalledCity_PROVISIONAL/3/II/3AJRN6G35PM5AGPDCYZZ89.uasset,2ff3111ca5485bde29a29213cba1856bba6a47bf5489636303d8a1b41fff7078,4434,Provisional technical; historical acceptance excluded,AuraProj terrain,ELEV-002; MAP-001; OSM-001; prototype contract; repository tooling,Project-authored; DTM CC BY 4.0; map public domain; OSM-derived overlay ODbL,UE 5.5.4 CL 40574608; pinned terrain Python environment
Content/__ExternalActors__/Canton/Provisional/Maps/L_Canton_WalledCity_PROVISIONAL/3/IP/3SSTEW11IF0T6H3HEDF31G.uasset,bcb9e50b225840e9fc8a3e1e70f444e5b8507df9eeb1a5c525a9f3a85e37f420,4432,Provisional technical; historical acceptance excluded,AuraProj terrain,ELEV-002; MAP-001; OSM-001; prototype contract; repository tooling,Project-authored; DTM CC BY 4.0; map public domain; OSM-derived overlay ODbL,UE 5.5.4 CL 40574608; pinned terrain Python environment
Content/__ExternalActors__/Canton/Provisional/Maps/L_Canton_WalledCity_PROVISIONAL/3/JN/4NWLITEFNFQG4F0XDSBBDM.uasset,49c60ff5cefd4451b34bdc011a796c86ad25519a0e59a39d18b26fb9732bd0c7,4434,Provisional technical; historical acceptance excluded,AuraProj terrain,ELEV-002; MAP-001; OSM-001; prototype contract; repository tooling,Project-authored; DTM CC BY 4.0; map public domain; OSM-derived overlay ODbL,UE 5.5.4 CL 40574608; pinned terrain Python environment
Content/__ExternalActors__/Canton/Provisional/Maps/L_Canton_WalledCity_PROVISIONAL/3/KO/12IR83W1TAGGMOJO3LD6PF.uasset,b820988e6872a964a1a50823c836f7d89c9592cf901d5ca32800ea0840218f2b,4432,Provisional technical; historical acceptance excluded,AuraProj terrain,ELEV-002; MAP-001; OSM-001; prototype contract; repository tooling,Project-authored; DTM CC BY 4.0; map public domain; OSM-derived overlay ODbL,UE 5.5.4 CL 40574608; pinned terrain Python environment
Content/__ExternalActors__/Canton/Provisional/Maps/L_Canton_WalledCity_PROVISIONAL/3/MG/UODWY6N9QQDJP2Z81YL82O.uasset,d20feaeb49819224bf7c0abba31b3da2d9bfa21c5345a4b6510bccde7a24a500,4432,Provisional technical; historical acceptance excluded,AuraProj terrain,ELEV-002; MAP-001; OSM-001; prototype contract; repository tooling,Project-authored; DTM CC BY 4.0; map public domain; OSM-derived overlay ODbL,UE 5.5.4 CL 40574608; pinned terrain Python environment
Content/__ExternalActors__/Canton/Provisional/Maps/L_Canton_WalledCity_PROVISIONAL/3/OG/OT5RKWHW1DLYXBYNQ3DU47.uasset,c36e7954100c1824a91a5a64121a24435f4dc87366cc479ed1383e82debdb87a,4432,Provisional technical; historical acceptance excluded,AuraProj terrain,ELEV-002; MAP-001; OSM-001; prototype contract; repository tooling,Project-authored; DTM CC BY 4.0; map public domain; OSM-derived overlay ODbL,UE 5.5.4 CL 40574608; pinned terrain Python environment
Content/__ExternalActors__/Canton/Provisional/Maps/L_Canton_WalledCity_PROVISIONAL/3/OY/CNB0MZD1PPKTVUF32Z030F.uasset,35a7ef911a9aa0679ca75e884d94df432d0ef2c0bbcb8651a3145c188a1717c9,4434,Provisional technical; historical acceptance excluded,AuraProj terrain,ELEV-002; MAP-001; OSM-001; prototype contract; repository tooling,Project-authored; DTM CC BY 4.0; map public domain; OSM-derived overlay ODbL,UE 5.5.4 CL 40574608; pinned terrain Python environment
Content/__ExternalActors__/Canton/Provisional/Maps/L_Canton_WalledCity_PROVISIONAL/3/QJ/7QCOK3HNIOGRDXO6EKWQ21.uasset,84baeda1ccd76257ed54137049f19419d150031ebf337dc91e71b527f13afd81,4434,Provisional technical; historical acceptance excluded,AuraProj terrain,ELEV-002; MAP-001; OSM-001; prototype contract; repository tooling,Project-authored; DTM CC BY 4.0; map public domain; OSM-derived overlay ODbL,UE 5.5.4 CL 40574608; pinned terrain Python environment
Content/__ExternalActors__/Canton/Provisional/Maps/L_Canton_WalledCity_PROVISIONAL/3/R9/RYREI9BO82J9INVY98SZ3E.uasset,df8ef70ebb3f8072aded4eed0d9fe94b0f150d74be70cd5af415fcc04959ac59,4434,Provisional technical; historical acceptance excluded,AuraProj terrain,ELEV-002; MAP-001; OSM-001; prototype contract; repository tooling,Project-authored; DTM CC BY 4.0; map public domain; OSM-derived overlay ODbL,UE 5.5.4 CL 40574608; pinned terrain Python environment
Content/__ExternalActors__/Canton/Provisional/Maps/L_Canton_WalledCity_PROVISIONAL/3/T7/183YUSXJLQKZF1QB2RPUBW.uasset,6962a91290b5fca66a7c15cfca16d70aa24299bc24adf38ab6ec49d1bb527329,4432,Provisional technical; historical acceptance excluded,AuraProj terrain,ELEV-002; MAP-001; OSM-001; prototype contract; repository tooling,Project-authored; DTM CC BY 4.0; map public domain; OSM-derived overlay ODbL,UE 5.5.4 CL 40574608; pinned terrain Python environment
Content/__ExternalActors__/Canton/Provisional/Maps/L_Canton_WalledCity_PROVISIONAL/3/TR/9RJA8GRCIVUAX63ZK2CENW.uasset,d205b920741137bf86d2dbf79b6ccc1437895a5acdb8da4c682bd8f80c73a242,4432,Provisional technical; historical acceptance excluded,AuraProj terrain,ELEV-002; MAP-001; OSM-001; prototype contract; repository tooling,Project-authored; DTM CC BY 4.0; map public domain; OSM-derived overlay ODbL,UE 5.5.4 CL 40574608; pinned terrain Python environment
Content/__ExternalActors__/Canton/Provisional/Maps/L_Canton_WalledCity_PROVISIONAL/3/TT/RBD27ZS0V5TMLF7YWJ4CJ5.uasset,93be42a0bce0a63530ed5f82b6035c258419155d8e960caa17d146586058c9f5,4434,Provisional technical; historical acceptance excluded,AuraProj terrain,ELEV-002; MAP-001; OSM-001; prototype contract; repository tooling,Project-authored; DTM CC BY 4.0; map public domain; OSM-derived overlay ODbL,UE 5.5.4 CL 40574608; pinned terrain Python environment
Content/__ExternalActors__/Canton/Provisional/Maps/L_Canton_WalledCity_PROVISIONAL/3/U4/5VOUSLMJ3KQYQ7ZLE4VFQS.uasset,49aa067e643697a9034668f6fd0dfb8cc4e3bc05fd7dde88194115b382775b9a,5921,Provisional technical; historical acceptance excluded,AuraProj terrain,ELEV-002; MAP-001; OSM-001; prototype contract; repository tooling,Project-authored; DTM CC BY 4.0; map public domain; OSM-derived overlay ODbL,UE 5.5.4 CL 40574608; pinned terrain Python environment
Content/__ExternalActors__/Canton/Provisional/Maps/L_Canton_WalledCity_PROVISIONAL/3/UA/5NFXCPFCBI3W8X75R113M2.uasset,7651859dd596d68c08b3cb975e3d670a8e0c6013b07eae726e84d754d7149fb8,4432,Provisional technical; historical acceptance excluded,AuraProj terrain,ELEV-002; MAP-001; OSM-001; prototype contract; repository tooling,Project-authored; DTM CC BY 4.0; map public domain; OSM-derived overlay ODbL,UE 5.5.4 CL 40574608; pinned terrain Python environment
Content/__ExternalActors__/Canton/Provisional/Maps/L_Canton_WalledCity_PROVISIONAL/3/VI/JQ95MGVC1QG7ZD5OSYIODV.uasset,9152deee3270c7ff1fc519ad418e1647589490c931269395cf36f8369a553d95,4432,Provisional technical; historical acceptance excluded,AuraProj terrain,ELEV-002; MAP-001; OSM-001; prototype contract; repository tooling,Project-authored; DTM CC BY 4.0; map public domain; OSM-derived overlay ODbL,UE 5.5.4 CL 40574608; pinned terrain Python environment
Content/__ExternalActors__/Canton/Provisional/Maps/L_Canton_WalledCity_PROVISIONAL/3/VW/M7P9J3ZJ8BGGC6DWM467JP.uasset,eec0b5b502d5a1be80748eb4241c40a636a8a70c7efeeece85db4aead2a651e2,4434,Provisional technical; historical acceptance excluded,AuraProj terrain,ELEV-002; MAP-001; OSM-001; prototype contract; repository tooling,Project-authored; DTM CC BY 4.0; map public domain; OSM-derived overlay ODbL,UE 5.5.4 CL 40574608; pinned terrain Python environment
Content/__ExternalActors__/Canton/Provisional/Maps/L_Canton_WalledCity_PROVISIONAL/3/W9/LN5S6677675UZQLKUI7OFC.uasset,bc3c3a17f7c57facc5e70147de32d2c07901a2df3f0e7d92c3f441688bb57129,4434,Provisional technical; historical acceptance excluded,AuraProj terrain,ELEV-002; MAP-001; OSM-001; prototype contract; repository tooling,Project-authored; DTM CC BY 4.0; map public domain; OSM-derived overlay ODbL,UE 5.5.4 CL 40574608; pinned terrain Python environment
Content/__ExternalActors__/Canton/Provisional/Maps/L_Canton_WalledCity_PROVISIONAL/3/ZE/45HQ5YL1BKQKYN85MWZ7K4.uasset,1e5c36d6f88cc7207f1acf00d526ff796b2bd7d7551a3948ecc08418b8e1b185,4434,Provisional technical; historical acceptance excluded,AuraProj terrain,ELEV-002; MAP-001; OSM-001; prototype contract; repository tooling,Project-authored; DTM CC BY 4.0; map public domain; OSM-derived overlay ODbL,UE 5.5.4 CL 40574608; pinned terrain Python environment
Content/__ExternalActors__/Canton/Provisional/Maps/L_Canton_WalledCity_PROVISIONAL/4/1G/0N20K38ZY1ZHG7IIMYMZHF.uasset,cf3869608f8275cfb2013076fd2bdf0240e567daf5ad5d0c0d7e633c3d918cf1,4434,Provisional technical; historical acceptance excluded,AuraProj terrain,ELEV-002; MAP-001; OSM-001; prototype contract; repository tooling,Project-authored; DTM CC BY 4.0; map public domain; OSM-derived overlay ODbL,UE 5.5.4 CL 40574608; pinned terrain Python environment
Content/__ExternalActors__/Canton/Provisional/Maps/L_Canton_WalledCity_PROVISIONAL/4/1K/AWC47MDXR4ZLFDIVBQ4HXF.uasset,27263cf5f8b82824aa2a28a2078d3adc277297838f061e5c7cf78db9230a0ce5,4434,Provisional technical; historical acceptance excluded,AuraProj terrain,ELEV-002; MAP-001; OSM-001; prototype contract; repository tooling,Project-authored; DTM CC BY 4.0; map public domain; OSM-derived overlay ODbL,UE 5.5.4 CL 40574608; pinned terrain Python environment
Content/__ExternalActors__/Canton/Provisional/Maps/L_Canton_WalledCity_PROVISIONAL/4/3C/EXOSEOMW20WK4HWYM8BGN8.uasset,feffc05d82d8c31f94a1f7babeb3a5a7743277986c5ce2908c912d95697ae780,4434,Provisional technical; historical acceptance excluded,AuraProj terrain,ELEV-002; MAP-001; OSM-001; prototype contract; repository tooling,Project-authored; DTM CC BY 4.0; map public domain; OSM-derived overlay ODbL,UE 5.5.4 CL 40574608; pinned terrain Python environment
Content/__ExternalActors__/Canton/Provisional/Maps/L_Canton_WalledCity_PROVISIONAL/4/4L/JXV6J76OP5UG2L89O72OVD.uasset,5c92b82af2530c93fc01d2929a8366c98fb5d8dfbffd38286db418f0a63a8f5c,4432,Provisional technical; historical acceptance excluded,AuraProj terrain,ELEV-002; MAP-001; OSM-001; prototype contract; repository tooling,Project-authored; DTM CC BY 4.0; map public domain; OSM-derived overlay ODbL,UE 5.5.4 CL 40574608; pinned terrain Python environment
Content/__ExternalActors__/Canton/Provisional/Maps/L_Canton_WalledCity_PROVISIONAL/4/4T/LO4D2DIWETOVXCLO6X017S.uasset,b8b36c6f8064b21850a6d69ac55a470b6a75398cb24d72a06750d6c40c429098,4432,Provisional technical; historical acceptance excluded,AuraProj terrain,ELEV-002; MAP-001; OSM-001; prototype contract; repository tooling,Project-authored; DTM CC BY 4.0; map public domain; OSM-derived overlay ODbL,UE 5.5.4 CL 40574608; pinned terrain Python environment
Content/__ExternalActors__/Canton/Provisional/Maps/L_Canton_WalledCity_PROVISIONAL/4/65/EYLPXIVYZC0G0JB6Q9B5ML.uasset,c2dd7cfe4b2b71e41c65a6aab526398edf9123e734a9871054d21830c720f300,1314945,Provisional technical; historical acceptance excluded,AuraProj terrain,ELEV-002; MAP-001; OSM-001; prototype contract; repository tooling,Project-authored; DTM CC BY 4.0; map public domain; OSM-derived overlay ODbL,UE 5.5.4 CL 40574608; pinned terrain Python environment
Content/__ExternalActors__/Canton/Provisional/Maps/L_Canton_WalledCity_PROVISIONAL/4/6T/DYROYR6B5HC5QKECHJREZB.uasset,d3db322b6e1e5005ec9da20b0d694df84bb3b015129b5b5d9e7165c11820843b,4434,Provisional technical; historical acceptance excluded,AuraProj terrain,ELEV-002; MAP-001; OSM-001; prototype contract; repository tooling,Project-authored; DTM CC BY 4.0; map public domain; OSM-derived overlay ODbL,UE 5.5.4 CL 40574608; pinned terrain Python environment
Content/__ExternalActors__/Canton/Provisional/Maps/L_Canton_WalledCity_PROVISIONAL/4/C4/GD23ZQXHRGNGI0G475A9C4.uasset,84414c35a1ed8ab922d25e127b7cf05719885c7141e3e6aa1529961058f9a92c,4434,Provisional technical; historical acceptance excluded,AuraProj terrain,ELEV-002; MAP-001; OSM-001; prototype contract; repository tooling,Project-authored; DTM CC BY 4.0; map public domain; OSM-derived overlay ODbL,UE 5.5.4 CL 40574608; pinned terrain Python environment
Content/__ExternalActors__/Canton/Provisional/Maps/L_Canton_WalledCity_PROVISIONAL/4/CO/EPW102GLSDO62QKJFMSKR5.uasset,a371f24483c02cae32937d4caf139f779897fe5f55d6e54047eb4b197521e9d6,4434,Provisional technical; historical acceptance excluded,AuraProj terrain,ELEV-002; MAP-001; OSM-001; prototype contract; repository tooling,Project-authored; DTM CC BY 4.0; map public domain; OSM-derived overlay ODbL,UE 5.5.4 CL 40574608; pinned terrain Python environment
Content/__ExternalActors__/Canton/Provisional/Maps/L_Canton_WalledCity_PROVISIONAL/4/G0/PETPBLDIBK88JN4PVEUCMU.uasset,56377b867dd3e70cea6e7c68710680ccbffddcced5a50ad2f0dca7528109e3c8,4432,Provisional technical; historical acceptance excluded,AuraProj terrain,ELEV-002; MAP-001; OSM-001; prototype contract; repository tooling,Project-authored; DTM CC BY 4.0; map public domain; OSM-derived overlay ODbL,UE 5.5.4 CL 40574608; pinned terrain Python environment
Content/__ExternalActors__/Canton/Provisional/Maps/L_Canton_WalledCity_PROVISIONAL/4/G3/HBTP0U90P2JHKJMKD0CAES.uasset,e80f4c31ef833c9442d1ec064899bd1d105f927196ddafe36c3506eb08b46679,4434,Provisional technical; historical acceptance excluded,AuraProj terrain,ELEV-002; MAP-001; OSM-001; prototype contract; repository tooling,Project-authored; DTM CC BY 4.0; map public domain; OSM-derived overlay ODbL,UE 5.5.4 CL 40574608; pinned terrain Python environment
Content/__ExternalActors__/Canton/Provisional/Maps/L_Canton_WalledCity_PROVISIONAL/4/KP/UZ0QV4OI0Y0AHVOLIZ73ZJ.uasset,778b50fa75dc3b1a9519f350021fa5d9986b3863d973bb959b0e0b31d45d39d3,4432,Provisional technical; historical acceptance excluded,AuraProj terrain,ELEV-002; MAP-001; OSM-001; prototype contract; repository tooling,Project-authored; DTM CC BY 4.0; map public domain; OSM-derived overlay ODbL,UE 5.5.4 CL 40574608; pinned terrain Python environment
Content/__ExternalActors__/Canton/Provisional/Maps/L_Canton_WalledCity_PROVISIONAL/4/KS/9QAJ5F5ZGG8Z3BVAW1CN41.uasset,1f108dde0b0618e0c4552c4506d8924349d3036d2dec8c88bbad33623987c190,4434,Provisional technical; historical acceptance excluded,AuraProj terrain,ELEV-002; MAP-001; OSM-001; prototype contract; repository tooling,Project-authored; DTM CC BY 4.0; map public domain; OSM-derived overlay ODbL,UE 5.5.4 CL 40574608; pinned terrain Python environment
Content/__ExternalActors__/Canton/Provisional/Maps/L_Canton_WalledCity_PROVISIONAL/4/Q7/6BOHG4RH8FT3K166NADTA1.uasset,358435bec56913ab2507106a3d1688fe508c205aacf4edb9b545da0ce3bf035b,4434,Provisional technical; historical acceptance excluded,AuraProj terrain,ELEV-002; MAP-001; OSM-001; prototype contract; repository tooling,Project-authored; DTM CC BY 4.0; map public domain; OSM-derived overlay ODbL,UE 5.5.4 CL 40574608; pinned terrain Python environment
